time;Tag1;Tag2;Tag3
31/07/2023 12:05:40;0,52159286;0,48958337;0,4786241
31/07/2023 12:05:50;0,52159286;0,48958337;0,4786241
31/07/2023 12:06:00;0,52159286;0,48958337;0,4786241
31/07/2023 12:06:10;0,52159286;0,48958337;0,4786241
31/07/2023 12:06:20;0,52159286;0,48958337;0,4786241
31/07/2023 12:06:30;0,5225177;0,48958337;0,4793045
31/07/2023 12:06:40;0,5225694;0,48958337;0,47970927
31/07/2023 12:06:50;0,5225694;0,48958337;0,47970927
31/07/2023 12:07:00;0,5225694;0,48958337;0,47970927
31/07/2023 12:07:10;0,5225694;0,48958337;0,47970927
31/07/2023 12:07:20;0,5225694;0,48958337;0,47970927
31/07/2023 12:07:30;0,5225694;0,48958337;0,47970927
31/07/2023 12:07:40;0,5225694;0,48958337;0,47970927
31/07/2023 12:07:50;0,5225694;0,48958337;0,47970927
31/07/2023 12:08:00;0,5225694;0,48958337;0,47970927
31/07/2023 12:08:10;0,5225694;0,48958337;0,47970927
31/07/2023 12:08:20;0,5225694;0,48958337;0,47970927
31/07/2023 12:08:30;0,5225694;0,48958337;0,47970927
31/07/2023 12:08:40;0,5225694;0,48958337;0,47970927
31/07/2023 12:08:50;0,5225694;0,49007753;0,47970927
31/07/2023 12:09:00;0,5225694;0,49055994;0,47970927
31/07/2023 12:09:10;0,5225694;0,49055994;0,47970927
31/07/2023 12:09:20;0,5225694;0,49055994;0,47970927
31/07/2023 12:09:30;0,5225694;0,49055994;0,47970927
31/07/2023 12:09:40;0,5225694;0,49055994;0,47970927
31/07/2023 12:09:50;0,5225694;0,49055994;0,47970927
31/07/2023 12:10:00;0,5225694;0,49055994;0,47970927
31/07/2023 12:10:10;0,5225694;0,49055994;0,47970927
31/07/2023 12:10:20;0,5225694;0,49055994;0,47970927
31/07/2023 12:10:30;0,5225694;0,49055994;0,47970927
31/07/2023 12:10:40;0,5225694;0,49055994;0,47970927
31/07/2023 12:10:50;0,5225694;0,49055994;0,47970927
31/07/2023 12:11:00;0,5225694;0,49055994;0,47970927
31/07/2023 12:11:10;0,5225694;0,49055994;0,47970927
31/07/2023 12:11:20;0,5225694;0,49055994;0,47970927
31/07/2023 12:11:30;0,5225694;0,49055994;0,47970927
31/07/2023 12:11:40;0,5225694;0,49055994;0,47970927
31/07/2023 12:11:50;0,5225694;0,49055994;0,47970927
31/07/2023 12:12:00;0,5225694;0,49055994;0,47970927
31/07/2023 12:12:10;0,5225694;0,49055994;0,47970927
31/07/2023 12:12:20;0,5225694;0,49055994;0,47970927
31/07/2023 12:12:30;0,5225694;0,49055994;0,47970927
31/07/2023 12:12:40;0,5225694;0,49055994;0,47970927
31/07/2023 12:12:50;0,5225694;0,49055994;0,47970927
31/07/2023 12:13:00;0,5225694;0,49055994;0,47970927
31/07/2023 12:13:10;0,5225694;0,49055994;0,47970927
31/07/2023 12:13:20;0,5225694;0,49055994;0,47970927
31/07/2023 12:13:30;0,5225694;0,49055994;0,47970927
31/07/2023 12:13:40;0,5225694;0,49055994;0,47970927
31/07/2023 12:13:50;0,5225694;0,49055994;0,47970927
31/07/2023 12:14:00;0,5225694;0,49055994;0,47970927
31/07/2023 12:14:10;0,5225694;0,49055994;0,47970927
31/07/2023 12:14:20;0,5225694;0,49055994;0,48021382
31/07/2023 12:14:30;0,5225694;0,49055994;0,4807943
31/07/2023 12:14:40;0,5225694;0,49055994;0,4807943
31/07/2023 12:14:50;0,5225694;0,49055994;0,4807943
31/07/2023 12:15:00;0,5225694;0,49055994;0,4807943
31/07/2023 12:15:10;0,5225694;0,49055994;0,4807943
31/07/2023 12:15:20;0,5225694;0,49055994;0,4807943
31/07/2023 12:15:30;0,5225694;0,49055994;0,4807943
31/07/2023 12:15:40;0,5225694;0,49055994;0,4807943
31/07/2023 12:15:50;0,5225694;0,49055994;0,4807943
31/07/2023 12:16:00;0,5225694;0,49055994;0,4807943
31/07/2023 12:16:10;0,5225694;0,49055994;0,4807943
31/07/2023 12:16:20;0,5225694;0,49055994;0,4807943
31/07/2023 12:16:30;0,5225694;0,49055994;0,4807943
31/07/2023 12:16:40;0,5225694;0,49055994;0,4807943
31/07/2023 12:16:50;0,5225694;0,49055994;0,4807943
31/07/2023 12:17:00;0,5225694;0,49055994;0,4807943
31/07/2023 12:17:10;0,5225694;0,49055994;0,4807943
31/07/2023 12:17:20;0,5225694;0,49055994;0,4807943
31/07/2023 12:17:30;0,5225694;0,49055994;0,4807943
31/07/2023 12:17:40;0,5225694;0,49055994;0,4807943
31/07/2023 12:17:50;0,5225694;0,49055994;0,4807943
31/07/2023 12:18:00;0,5225694;0,49060592;0,4807943
31/07/2023 12:18:10;0,5225694;0,49066842;0,4807943
31/07/2023 12:18:20;0,5225694;0,49066842;0,4807943
31/07/2023 12:18:30;0,5225694;0,49066842;0,4807943
31/07/2023 12:18:40;0,5225694;0,49066842;0,4807943
31/07/2023 12:18:50;0,5225694;0,49066842;0,4807943
31/07/2023 12:19:00;0,5225694;0,49066842;0,4807943
31/07/2023 12:19:10;0,5225694;0,49066842;0,4792665
31/07/2023 12:19:20;0,5225694;0,49066842;0,4786241
31/07/2023 12:19:30;0,5225694;0,49066842;0,4786241
31/07/2023 12:19:40;0,5225694;0,49066842;0,4786241
31/07/2023 12:19:50;0,5225694;0,49066842;0,4786241
31/07/2023 12:20:00;0,5225694;0,49066842;0,4786241
31/07/2023 12:20:10;0,5225694;0,49066842;0,4786241
31/07/2023 12:20:20;0,5225694;0,49066842;0,4795617
31/07/2023 12:20:30;0,5225694;0,49066842;0,47970927
31/07/2023 12:20:40;0,5225694;0,49066842;0,47970927
31/07/2023 12:20:50;0,5225694;0,49066842;0,47970927
31/07/2023 12:21:00;0,5225694;0,49066842;0,47970927
31/07/2023 12:21:10;0,5225694;0,49066842;0,47970927
31/07/2023 12:21:20;0,5225694;0,49066842;0,47970927
31/07/2023 12:21:30;0,5225694;0,49066842;0,47970927
31/07/2023 12:21:40;0,5225694;0,49066842;0,47970927
31/07/2023 12:21:50;0,5225694;0,49066842;0,47970927
31/07/2023 12:22:00;0,5225694;0,49066842;0,47970927
31/07/2023 12:22:10;0,5225694;0,49066842;0,47970927
31/07/2023 12:22:20;0,5225694;0,49066842;0,47970927
31/07/2023 12:22:30;0,5225694;0,49066842;0,47970927
31/07/2023 12:22:40;0,5225694;0,48922747;0,47970927
31/07/2023 12:22:50;0,5225694;0,48849833;0,47970927
31/07/2023 12:23:00;0,5225694;0,48849833;0,47970927
31/07/2023 12:23:10;0,5225694;0,48849833;0,47970927
31/07/2023 12:23:20;0,5225694;0,48849833;0,47970927
31/07/2023 12:23:30;0,5225694;0,48849833;0,47970927
31/07/2023 12:23:40;0,5225694;0,48849833;0,47757596
31/07/2023 12:23:50;0,5225694;0,48849833;0,47753906
31/07/2023 12:24:00;0,5225694;0,48849833;0,47753906
31/07/2023 12:24:10;0,5225694;0,48849833;0,47753906
31/07/2023 12:24:20;0,5225694;0,48849833;0,47753906
31/07/2023 12:24:30;0,5218159;0,48849833;0,47753906
31/07/2023 12:24:40;0,52170134;0,48849833;0,47753906
31/07/2023 12:24:50;0,52170134;0,48849833;0,47753906
31/07/2023 12:25:00;0,52170134;0,48849833;0,47753906
31/07/2023 12:25:10;0,52170134;0,48849833;0,47753906
31/07/2023 12:25:20;0,52170134;0,48849833;0,47753906
31/07/2023 12:25:30;0,52170134;0,48849833;0,47753906
31/07/2023 12:25:40;0,52170134;0,48849833;0,47753906
31/07/2023 12:25:50;0,52170134;0,48849833;0,47753906
31/07/2023 12:26:00;0,52170134;0,48849833;0,47753906
31/07/2023 12:26:10;0,52170134;0,48849833;0,47753906
31/07/2023 12:26:20;0,52170134;0,48849833;0,47753906
31/07/2023 12:26:30;0,5195573;0,48849833;0,47753906
31/07/2023 12:26:40;0,51953125;0,48849833;0,47753906
31/07/2023 12:26:50;0,51953125;0,48849833;0,47753906
31/07/2023 12:27:00;0,51953125;0,48849833;0,47753906
31/07/2023 12:27:10;0,51953125;0,48849833;0,47753906
31/07/2023 12:27:20;0,51953125;0,48849833;0,47753906
31/07/2023 12:27:30;0,51953125;0,48849833;0,47753906
31/07/2023 12:27:40;0,51953125;0,48849833;0,47753906
31/07/2023 12:27:50;0,51953125;0,48849833;0,47753906
31/07/2023 12:28:00;0,51953125;0,48849833;0,47753906
31/07/2023 12:28:10;0,51953125;0,48626065;0,47753906
31/07/2023 12:28:20;0,51953125;0,48621964;0,47753906
31/07/2023 12:28:30;0,51953125;0,48621964;0,47753906
31/07/2023 12:28:40;0,51953125;0,48621964;0,47753906
31/07/2023 12:28:50;0,51953125;0,48621964;0,47753906
31/07/2023 12:29:00;0,51953125;0,48621964;0,47753906
31/07/2023 12:29:10;0,51953125;0,48621964;0,47753906
31/07/2023 12:29:20;0,51953125;0,48621964;0,47753906
31/07/2023 12:29:30;0,51953125;0,48621964;0,47732228
31/07/2023 12:29:40;0,51953125;0,48621964;0,4765625
31/07/2023 12:29:50;0,51953125;0,48621964;0,4765625
31/07/2023 12:30:00;0,51953125;0,48621964;0,4765625
31/07/2023 12:30:10;0,51953125;0,48621964;0,4765625
31/07/2023 12:30:20;0,51953125;0,48621964;0,4765625
31/07/2023 12:30:30;0,51953125;0,48621964;0,4765625
31/07/2023 12:30:40;0,51953125;0,48621964;0,4765625
31/07/2023 12:30:50;0,51953125;0,48621964;0,4765625
31/07/2023 12:31:00;0,51953125;0,48621964;0,4765625
31/07/2023 12:31:10;0,51953125;0,48621964;0,4765625
31/07/2023 12:31:20;0,51953125;0,48621964;0,4765625
31/07/2023 12:31:30;0,51953125;0,48621964;0,4765625
31/07/2023 12:31:40;0,51953125;0,48621964;0,4765625
31/07/2023 12:31:50;0,51953125;0,48621964;0,4765625
31/07/2023 12:32:00;0,51953125;0,48621964;0,4765625
31/07/2023 12:32:10;0,51953125;0,48621964;0,4765625
31/07/2023 12:32:20;0,51953125;0,48621964;0,4765625
31/07/2023 12:32:30;0,51953125;0,48621964;0,4765625
31/07/2023 12:32:40;0,51953125;0,48621964;0,4765625
31/07/2023 12:32:50;0,51953125;0,48621964;0,4765625
31/07/2023 12:33:00;0,51953125;0,48621964;0,4765625
31/07/2023 12:33:10;0,51953125;0,48621964;0,4765625
31/07/2023 12:33:20;0,51953125;0,48621964;0,4765625
31/07/2023 12:33:30;0,51953125;0,48692408;0,4765625
31/07/2023 12:33:40;0,51953125;0,48752177;0,4765625
31/07/2023 12:33:50;0,51953125;0,48752177;0,4765625
31/07/2023 12:34:00;0,51953125;0,48752177;0,4765625
31/07/2023 12:34:10;0,51953125;0,48752177;0,4765625
31/07/2023 12:34:20;0,51953125;0,48752177;0,4765625
31/07/2023 12:34:30;0,51953125;0,48752177;0,4765625
31/07/2023 12:34:40;0,51953125;0,48752177;0,4765625
31/07/2023 12:34:50;0,51953125;0,48752177;0,4765625
31/07/2023 12:35:00;0,51953125;0,48752177;0,4765625
31/07/2023 12:35:10;0,51953125;0,48752177;0,4765625
31/07/2023 12:35:20;0,51953125;0,48752177;0,4765625
31/07/2023 12:35:30;0,51953125;0,48752177;0,4765625
31/07/2023 12:35:40;0,51953125;0,48752177;0,4765625
31/07/2023 12:35:50;0,51953125;0,48752177;0,4765625
31/07/2023 12:36:00;0,51953125;0,48752177;0,4765625
31/07/2023 12:36:10;0,51953125;0,48752177;0,4765625
31/07/2023 12:36:20;0,51953125;0,48752177;0,4777366
31/07/2023 12:36:30;0,51953125;0,48752177;0,4787327
31/07/2023 12:36:40;0,51953125;0,48752177;0,4787327
31/07/2023 12:36:50;0,51953125;0,48752177;0,4787327
31/07/2023 12:37:00;0,51953125;0,48752177;0,4787327
31/07/2023 12:37:10;0,51953125;0,48752177;0,4787327
31/07/2023 12:37:20;0,51953125;0,48752177;0,4787327
31/07/2023 12:37:30;0,51953125;0,48752177;0,4787327
31/07/2023 12:37:40;0,51953125;0,48752177;0,4787327
31/07/2023 12:37:50;0,51953125;0,48752177;0,4787327
31/07/2023 12:38:00;0,51953125;0,48752177;0,4787327
31/07/2023 12:38:10;0,51953125;0,48752177;0,4787327
31/07/2023 12:38:20;0,51953125;0,48752177;0,4787327
31/07/2023 12:38:30;0,51953125;0,48752177;0,4775608
31/07/2023 12:38:40;0,5202158;0,48752177;0,4765625
31/07/2023 12:38:50;0,5205078;0,48752177;0,4765625
31/07/2023 12:39:00;0,5205078;0,48752177;0,4765625
31/07/2023 12:39:10;0,5205078;0,48752177;0,4765625
31/07/2023 12:39:20;0,5205078;0,48752177;0,4765625
31/07/2023 12:39:30;0,5205078;0,48752177;0,4765625
31/07/2023 12:39:40;0,5205078;0,48752177;0,4765625
31/07/2023 12:39:50;0,5205078;0,48752177;0,4765625
31/07/2023 12:40:00;0,5205078;0,48752177;0,4765625
31/07/2023 12:40:10;0,5205078;0,48752177;0,4765625
31/07/2023 12:40:20;0,5205078;0,48752177;0,4765625
31/07/2023 12:40:30;0,5205078;0,48752177;0,4765625
31/07/2023 12:40:40;0,5205078;0,48752177;0,4765625
31/07/2023 12:40:50;0,5205078;0,48752177;0,47689453
31/07/2023 12:41:00;0,5205078;0,48752177;0,47753906
31/07/2023 12:41:10;0,5205078;0,48752177;0,47753906
31/07/2023 12:41:20;0,5205078;0,48752177;0,47753906
31/07/2023 12:41:30;0,5205078;0,48752177;0,47753906
31/07/2023 12:41:40;0,5205078;0,48752177;0,47753906
31/07/2023 12:41:50;0,5205078;0,48752177;0,47753906
31/07/2023 12:42:00;0,5205078;0,48752177;0,47753906
31/07/2023 12:42:10;0,5205078;0,48752177;0,47753906
31/07/2023 12:42:20;0,5205078;0,48752177;0,47753906
31/07/2023 12:42:30;0,5205078;0,48752177;0,47753906
31/07/2023 12:42:40;0,5205078;0,48752177;0,47753906
31/07/2023 12:42:50;0,5205078;0,48752177;0,47753906
31/07/2023 12:43:00;0,5205078;0,48752177;0,47753906
31/07/2023 12:43:10;0,5205078;0,48752177;0,47753906
31/07/2023 12:43:20;0,5205078;0,48752177;0,47753906
31/07/2023 12:43:30;0,5205078;0,48752177;0,47753906
31/07/2023 12:43:40;0,5205078;0,48752177;0,47753906
31/07/2023 12:43:50;0,5205078;0,48752177;0,47753906
31/07/2023 12:44:00;0,5205078;0,48752177;0,47753906
31/07/2023 12:44:10;0,5205078;0,48752177;0,47753906
31/07/2023 12:44:20;0,5205078;0,48752177;0,47753906
31/07/2023 12:44:30;0,5205078;0,48752177;0,47753906
31/07/2023 12:44:40;0,5205078;0,48752177;0,47753906
31/07/2023 12:44:50;0,5205078;0,48752177;0,47753906
31/07/2023 12:45:00;0,5205078;0,48752177;0,47775272
31/07/2023 12:45:10;0,5205078;0,48841825;0,4787327
31/07/2023 12:45:20;0,5205078;0,4894749;0,4787327
31/07/2023 12:45:30;0,5205078;0,4894749;0,4787327
31/07/2023 12:45:40;0,5205078;0,4894749;0,4787327
31/07/2023 12:45:50;0,5205078;0,4894749;0,4787327
31/07/2023 12:46:00;0,5205078;0,4894749;0,4787327
31/07/2023 12:46:10;0,5205078;0,4894749;0,4787327
31/07/2023 12:46:20;0,5205078;0,4894749;0,4787327
31/07/2023 12:46:30;0,5205078;0,4894749;0,4787327
31/07/2023 12:46:40;0,5205078;0,4894749;0,4787327
31/07/2023 12:46:50;0,52053046;0,4894749;0,4787327
31/07/2023 12:47:00;0,52170134;0,4894749;0,4787327
31/07/2023 12:47:10;0,52170134;0,4894749;0,4787327
31/07/2023 12:47:20;0,52170134;0,4894749;0,4787327
31/07/2023 12:47:30;0,52170134;0,4894749;0,4787327
31/07/2023 12:47:40;0,52170134;0,4894749;0,4787327
31/07/2023 12:47:50;0,52170134;0,4894749;0,4787327
31/07/2023 12:48:00;0,52170134;0,4894749;0,4787327
31/07/2023 12:48:10;0,52170134;0,4894749;0,4787327
31/07/2023 12:48:20;0,52170134;0,4894749;0,4787327
31/07/2023 12:48:30;0,52170134;0,4894749;0,4787327
31/07/2023 12:48:40;0,52170134;0,4894749;0,4787327
31/07/2023 12:48:50;0,52170134;0,4894749;0,4787327
31/07/2023 12:49:00;0,52170134;0,4894749;0,4787327
31/07/2023 12:49:10;0,52170134;0,4894749;0,4787327
31/07/2023 12:49:20;0,52170134;0,4894749;0,4787327
31/07/2023 12:49:30;0,52170134;0,4894749;0,4787327
31/07/2023 12:49:40;0,52170134;0,4894749;0,4787327
31/07/2023 12:49:50;0,52170134;0,4894749;0,4787327
31/07/2023 12:50:00;0,52170134;0,4894749;0,4787327
31/07/2023 12:50:10;0,52170134;0,4894749;0,4787327
31/07/2023 12:50:20;0,52170134;0,48746315;0,4787327
31/07/2023 12:50:30;0,52170134;0,48621964;0,4787327
31/07/2023 12:50:40;0,52170134;0,48621964;0,4787327
31/07/2023 12:50:50;0,51956815;0,48621964;0,47729385
31/07/2023 12:51:00;0,51953125;0,48621964;0,4765625
31/07/2023 12:51:10;0,51953125;0,48621964;0,4765625
31/07/2023 12:51:20;0,51953125;0,48621964;0,4765625
31/07/2023 12:51:30;0,51953125;0,48621964;0,4765625
31/07/2023 12:51:40;0,51953125;0,48621964;0,4765625
31/07/2023 12:51:50;0,51953125;0,48621964;0,4765625
31/07/2023 12:52:00;0,51953125;0,48621964;0,4765625
31/07/2023 12:52:10;0,51953125;0,48621964;0,4765625
31/07/2023 12:52:20;0,51953125;0,48621964;0,4765625
31/07/2023 12:52:30;0,51953125;0,48627368;0,4765625
31/07/2023 12:52:40;0,51953125;0,48632812;0,4765625
31/07/2023 12:52:50;0,51953125;0,48632812;0,4765625
31/07/2023 12:53:00;0,51953125;0,48632812;0,4765625
31/07/2023 12:53:10;0,51953125;0,48632812;0,4765625
31/07/2023 12:53:20;0,51953125;0,48632812;0,4765625
31/07/2023 12:53:30;0,51953125;0,48632812;0,4765625
31/07/2023 12:53:40;0,51953125;0,48632812;0,4765625
31/07/2023 12:53:50;0,51953125;0,48632812;0,4765625
31/07/2023 12:54:00;0,51953125;0,48632812;0,4765625
31/07/2023 12:54:10;0,51953125;0,48632812;0,4765625
31/07/2023 12:54:20;0,51953125;0,48632812;0,4765625
31/07/2023 12:54:30;0,51953125;0,48632812;0,4765625
31/07/2023 12:54:40;0,51953125;0,48632812;0,4765625
31/07/2023 12:54:50;0,51953125;0,48632812;0,4765625
31/07/2023 12:55:00;0,51953125;0,48632812;0,4765625
31/07/2023 12:55:10;0,51953125;0,48632812;0,4765625
31/07/2023 12:55:20;0,51953125;0,48632812;0,4765625
31/07/2023 12:55:30;0,51953125;0,48632812;0,4765625
31/07/2023 12:55:40;0,51953125;0,48632812;0,47646356
31/07/2023 12:55:50;0,51953125;0,48632812;0,47482646
31/07/2023 12:56:00;0,51953125;0,48632812;0,47482646
31/07/2023 12:56:10;0,51953125;0,48632812;0,47482646
31/07/2023 12:56:20;0,51953125;0,48632812;0,47482646
31/07/2023 12:56:30;0,5173051;0,48632812;0,47482646
31/07/2023 12:56:40;0,5172527;0,48632812;0,47482646
31/07/2023 12:56:50;0,5172527;0,48632812;0,47482646
31/07/2023 12:57:00;0,5172527;0,48632812;0,47482646
31/07/2023 12:57:10;0,5172527;0,48632812;0,47482646
31/07/2023 12:57:20;0,5172527;0,48632812;0,47482646
31/07/2023 12:57:30;0,5172527;0,48632812;0,47482646
31/07/2023 12:57:40;0,5172527;0,48632812;0,47482646
31/07/2023 12:57:50;0,5173109;0,48632812;0,47482646
31/07/2023 12:58:00;0,51736116;0,48632812;0,47482646
31/07/2023 12:58:10;0,51736116;0,48632812;0,4749341
31/07/2023 12:58:20;0,51736116;0,48632812;0,4765625
31/07/2023 12:58:30;0,51736116;0,48632812;0,4765625
31/07/2023 12:58:40;0,51736116;0,48632812;0,4765625
31/07/2023 12:58:50;0,51736116;0,48632812;0,4765625
31/07/2023 12:59:00;0,51736116;0,48632812;0,4765625
31/07/2023 12:59:10;0,51736116;0,48630458;0,4765625
31/07/2023 12:59:20;0,51736116;0,48621964;0,4765625
31/07/2023 12:59:30;0,51736116;0,48621964;0,4765625
31/07/2023 12:59:40;0,51765627;0,48621964;0,4765625
31/07/2023 12:59:50;0,51953125;0,48621964;0,4765625
31/07/2023 13:00:00;0,51953125;0,48621964;0,4765625
31/07/2023 13:00:10;0,51953125;0,48621964;0,4765625
31/07/2023 13:00:20;0,51953125;0,48621964;0,4765625
31/07/2023 13:00:30;0,51953125;0,48621964;0,4765625
31/07/2023 13:00:40;0,51953125;0,48621964;0,4765625
31/07/2023 13:00:50;0,51953125;0,48621964;0,4765625
31/07/2023 13:01:00;0,51953125;0,48621964;0,4765625
31/07/2023 13:01:10;0,51953125;0,48621964;0,4765625
31/07/2023 13:01:20;0,51953125;0,48621964;0,4765625
31/07/2023 13:01:30;0,51953125;0,48621964;0,4765625
31/07/2023 13:01:40;0,51953125;0,48621964;0,4765625
31/07/2023 13:01:50;0,51953125;0,48719355;0,4765625
31/07/2023 13:02:00;0,51953125;0,48741317;0,4765625
31/07/2023 13:02:10;0,51953125;0,48741317;0,4765625
31/07/2023 13:02:20;0,51953125;0,48741317;0,4765625
31/07/2023 13:02:30;0,51953125;0,48741317;0,4765625
31/07/2023 13:02:40;0,51953125;0,48741317;0,4765625
31/07/2023 13:02:50;0,51953125;0,48741317;0,4765625
31/07/2023 13:03:00;0,51953125;0,48741317;0,4765625
31/07/2023 13:03:10;0,51953125;0,48741317;0,4765625
31/07/2023 13:03:20;0,51953125;0,48741317;0,4765625
31/07/2023 13:03:30;0,51953125;0,48741317;0,4765625
31/07/2023 13:03:40;0,51953125;0,48741317;0,4765625
31/07/2023 13:03:50;0,51953125;0,48741317;0,4765625
31/07/2023 13:04:00;0,51953125;0,48741317;0,4765625
31/07/2023 13:04:10;0,51953125;0,48741317;0,4765625
31/07/2023 13:04:20;0,51953125;0,48741317;0,4765625
31/07/2023 13:04:30;0,51953125;0,48741317;0,4765625
31/07/2023 13:04:40;0,51953125;0,48741317;0,4765625
31/07/2023 13:04:50;0,51953125;0,48741317;0,4765625
31/07/2023 13:05:00;0,51953125;0,48741317;0,4765625
31/07/2023 13:05:10;0,51953125;0,48741317;0,4765625
31/07/2023 13:05:20;0,5197803;0,48741317;0,4765625
31/07/2023 13:05:30;0,5205078;0,48741317;0,4765625
31/07/2023 13:05:40;0,5205078;0,48741317;0,4765625
31/07/2023 13:05:50;0,5205078;0,48741317;0,4765625
31/07/2023 13:06:00;0,5205078;0,48741317;0,4765625
31/07/2023 13:06:10;0,5205078;0,48741317;0,4765625
31/07/2023 13:06:20;0,5205078;0,48741317;0,4765625
31/07/2023 13:06:30;0,5205078;0,48741317;0,4765625
31/07/2023 13:06:40;0,5205078;0,48741317;0,4765625
31/07/2023 13:06:50;0,5205078;0,48742783;0,4765625
31/07/2023 13:07:00;0,5205078;0,48838973;0,4765625
31/07/2023 13:07:10;0,5205078;0,48838973;0,4765625
31/07/2023 13:07:20;0,5205078;0,48838973;0,4765625
31/07/2023 13:07:30;0,5205078;0,48838973;0,4771864
31/07/2023 13:07:40;0,5205078;0,48838973;0,47764754
31/07/2023 13:07:50;0,520714;0,48838973;0,47764754
31/07/2023 13:08:00;0,5226779;0,48838973;0,47764754
31/07/2023 13:08:10;0,5226779;0,48838973;0,47764754
31/07/2023 13:08:20;0,5226779;0,48838973;0,47764754
31/07/2023 13:08:30;0,5226779;0,48838973;0,47764754
31/07/2023 13:08:40;0,5226779;0,48838973;0,47764754
31/07/2023 13:08:50;0,5226779;0,48838973;0,47764754
31/07/2023 13:09:00;0,5226779;0,48838973;0,47764754
31/07/2023 13:09:10;0,5226779;0,48838973;0,47820908
31/07/2023 13:09:20;0,5226779;0,48838973;0,4786241
31/07/2023 13:09:30;0,5226779;0,48838973;0,4786241
31/07/2023 13:09:40;0,5226779;0,48838973;0,4786241
31/07/2023 13:09:50;0,5226779;0,48838973;0,4786241
31/07/2023 13:10:00;0,5226779;0,49007368;0,4786241
31/07/2023 13:10:10;0,5226779;0,49066842;0,4786241
31/07/2023 13:10:20;0,5226779;0,49066842;0,4786241
31/07/2023 13:10:30;0,5225657;0,49066842;0,4786241
31/07/2023 13:10:40;0,5214844;0,49066842;0,4786241
31/07/2023 13:10:50;0,5214844;0,49066842;0,4786241
31/07/2023 13:11:00;0,5214844;0,49066842;0,4786241
31/07/2023 13:11:10;0,5214844;0,49066842;0,4786241
31/07/2023 13:11:20;0,5214844;0,49066842;0,4786241
31/07/2023 13:11:30;0,5214844;0,49066842;0,4786241
31/07/2023 13:11:40;0,5214844;0,49066842;0,4786241
31/07/2023 13:11:50;0,5214844;0,49066842;0,4786241
31/07/2023 13:12:00;0,5214844;0,49066842;0,4786241
31/07/2023 13:12:10;0,5214844;0,49066842;0,4786241
31/07/2023 13:12:20;0,5214844;0,49066842;0,4786241
31/07/2023 13:12:30;0,5214844;0,49066842;0,4786241
31/07/2023 13:12:40;0,5214844;0,49066842;0,4786241
31/07/2023 13:12:50;0,5214844;0,49066842;0,4786241
31/07/2023 13:13:00;0,5214844;0,49066842;0,4786241
31/07/2023 13:13:10;0,5214844;0,49066842;0,4786241
31/07/2023 13:13:20;0,5214844;0,49066842;0,4786241
31/07/2023 13:13:30;0,5214844;0,49066842;0,4786241
31/07/2023 13:13:40;0,5214844;0,49066842;0,4786241
31/07/2023 13:13:50;0,5214844;0,49066842;0,4786241
31/07/2023 13:14:00;0,5214844;0,49066842;0,4786241
31/07/2023 13:14:10;0,5214844;0,49066842;0,4786241
31/07/2023 13:14:20;0,5214844;0,49066842;0,4786517
31/07/2023 13:14:30;0,5214844;0,49066842;0,4787327
31/07/2023 13:14:40;0,5214844;0,49066842;0,4787327
31/07/2023 13:14:50;0,5214844;0,49017167;0,4787327
