time;;Tag1; ;;; ;;; ; ;; ; 
23/03/2023 20:00:00;;29,710674;;;;;;;;;;;
23/03/2023 20:00:01;;29,710674;;;;;;;;;;;
23/03/2023 20:00:02;;29,710674;;;;;;;;;;;
23/03/2023 20:00:03;;29,710674;;;;;;;;;;;
23/03/2023 20:00:04;;29,710674;;;;;;;;;;;
23/03/2023 20:00:05;;29,710674;;;;;;;;;;;
23/03/2023 20:00:06;;29,710674;;;;;;;;;;;
23/03/2023 20:00:07;;29,710674;;;;;;;;;;;
23/03/2023 20:00:08;;29,710674;;;;;;;;;;;
23/03/2023 20:00:09;;29,710674;;;;;;;;;;;
23/03/2023 20:00:10;;29,710674;;;;;;;;;;;
23/03/2023 20:00:11;;29,710674;;;;;;;;;;;
23/03/2023 20:00:12;;29,710674;;;;;;;;;;;
23/03/2023 20:00:13;;29,710674;;;;;;;;;;;
23/03/2023 20:00:14;;29,710674;;;;;;;;;;;
23/03/2023 20:00:15;;29,710674;;;;;;;;;;;
23/03/2023 20:00:16;;29,710674;;;;;;;;;;;
23/03/2023 20:00:17;;29,710674;;;;;;;;;;;
23/03/2023 20:00:18;;29,710674;;;;;;;;;;;
23/03/2023 20:00:19;;29,710674;;;;;;;;;;;
23/03/2023 20:00:20;;29,710674;;;;;;;;;;;
23/03/2023 20:00:21;;29,710674;;;;;;;;;;;
23/03/2023 20:00:22;;29,710674;;;;;;;;;;;
23/03/2023 20:00:23;;29,710674;;;;;;;;;;;
23/03/2023 20:00:24;;29,710674;;;;;;;;;;;
23/03/2023 20:00:25;;29,710674;;;;;;;;;;;
23/03/2023 20:00:26;;29,710674;;;;;;;;;;;
23/03/2023 20:00:27;;29,710674;;;;;;;;;;;
23/03/2023 20:00:28;;29,710674;;;;;;;;;;;
23/03/2023 20:00:29;;29,710674;;;;;;;;;;;
23/03/2023 20:00:30;;29,710674;;;;;;;;;;;
23/03/2023 20:00:31;;29,710674;;;;;;;;;;;
23/03/2023 20:00:32;;29,710674;;;;;;;;;;;
23/03/2023 20:00:33;;29,710674;;;;;;;;;;;
23/03/2023 20:00:34;;29,710674;;;;;;;;;;;
23/03/2023 20:00:35;;29,710674;;;;;;;;;;;
23/03/2023 20:00:36;;29,710674;;;;;;;;;;;
23/03/2023 20:00:37;;29,710674;;;;;;;;;;;
23/03/2023 20:00:38;;29,710674;;;;;;;;;;;
23/03/2023 20:00:39;;29,710674;;;;;;;;;;;
23/03/2023 20:00:40;;29,710674;;;;;;;;;;;
23/03/2023 20:00:41;;29,710674;;;;;;;;;;;
23/03/2023 20:00:42;;29,710674;;;;;;;;;;;
23/03/2023 20:00:43;;29,710674;;;;;;;;;;;
23/03/2023 20:00:44;;29,710674;;;;;;;;;;;
23/03/2023 20:00:45;;29,710674;;;;;;;;;;;
23/03/2023 20:00:46;;29,710674;;;;;;;;;;;
23/03/2023 20:00:47;;29,710674;;;;;;;;;;;
23/03/2023 20:00:48;;29,710674;;;;;;;;;;;
23/03/2023 20:00:49;;29,710674;;;;;;;;;;;
23/03/2023 20:00:50;;29,710674;;;;;;;;;;;
23/03/2023 20:00:51;;29,710674;;;;;;;;;;;
23/03/2023 20:00:52;;29,710674;;;;;;;;;;;
23/03/2023 20:00:53;;29,710674;;;;;;;;;;;
23/03/2023 20:00:54;;29,710674;;;;;;;;;;;
23/03/2023 20:00:55;;29,710674;;;;;;;;;;;
23/03/2023 20:00:56;;29,710674;;;;;;;;;;;
23/03/2023 20:00:57;;29,710674;;;;;;;;;;;
23/03/2023 20:00:58;;29,710674;;;;;;;;;;;
23/03/2023 20:00:59;;29,710674;;;;;;;;;;;
23/03/2023 20:01:00;;29,710674;;;;;;;;;;;
23/03/2023 20:01:01;;29,710674;;;;;;;;;;;
23/03/2023 20:01:02;;29,710674;;;;;;;;;;;
23/03/2023 20:01:03;;29,710674;;;;;;;;;;;
23/03/2023 20:01:04;;29,710674;;;;;;;;;;;
23/03/2023 20:01:05;;29,710674;;;;;;;;;;;
23/03/2023 20:01:06;;29,710674;;;;;;;;;;;
23/03/2023 20:01:07;;29,710674;;;;;;;;;;;
23/03/2023 20:01:08;;29,710674;;;;;;;;;;;
23/03/2023 20:01:09;;31,473175;;;;;;;;;;;
23/03/2023 20:01:10;;31,473175;;;;;;;;;;;
23/03/2023 20:01:11;;31,473175;;;;;;;;;;;
23/03/2023 20:01:12;;31,473175;;;;;;;;;;;
23/03/2023 20:01:13;;31,473175;;;;;;;;;;;
23/03/2023 20:01:14;;31,473175;;;;;;;;;;;
23/03/2023 20:01:15;;29,189709;;;;;;;;;;;
23/03/2023 20:01:16;;27,536165;;;;;;;;;;;
23/03/2023 20:01:17;;27,536165;;;;;;;;;;;
23/03/2023 20:01:18;;27,536165;;;;;;;;;;;
23/03/2023 20:01:19;;27,536165;;;;;;;;;;;
23/03/2023 20:01:20;;27,536165;;;;;;;;;;;
23/03/2023 20:01:21;;27,536165;;;;;;;;;;;
23/03/2023 20:01:22;;27,536165;;;;;;;;;;;
23/03/2023 20:01:23;;27,536165;;;;;;;;;;;
23/03/2023 20:01:24;;27,536165;;;;;;;;;;;
23/03/2023 20:01:25;;27,536165;;;;;;;;;;;
23/03/2023 20:01:26;;27,536165;;;;;;;;;;;
23/03/2023 20:01:27;;27,536165;;;;;;;;;;;
23/03/2023 20:01:28;;27,536165;;;;;;;;;;;
23/03/2023 20:01:29;;27,536165;;;;;;;;;;;
23/03/2023 20:01:30;;27,536165;;;;;;;;;;;
23/03/2023 20:01:31;;27,536165;;;;;;;;;;;
23/03/2023 20:01:32;;27,536165;;;;;;;;;;;
23/03/2023 20:01:33;;27,536165;;;;;;;;;;;
23/03/2023 20:01:34;;27,536165;;;;;;;;;;;
23/03/2023 20:01:35;;27,536165;;;;;;;;;;;
23/03/2023 20:01:36;;27,536165;;;;;;;;;;;
23/03/2023 20:01:37;;27,536165;;;;;;;;;;;
23/03/2023 20:01:38;;27,536165;;;;;;;;;;;
23/03/2023 20:01:39;;27,536165;;;;;;;;;;;
23/03/2023 20:01:40;;27,536165;;;;;;;;;;;
23/03/2023 20:01:41;;27,536165;;;;;;;;;;;
23/03/2023 20:01:42;;27,536165;;;;;;;;;;;
