time;potencia;rotacao;t1r;t2r;t3r;t4r;g1r;g2r;g3r;g4r
31/01/2023 03:00;134,60603;3599,2327;33,128963;34,82444;67,49707;47,05584;33,21063;28,258755;55,98798;44,170174
31/01/2023 03:10;134,61655;3599,9841;33,65495;34,205738;67,28925;47,19867;33,901337;28,274261;56,553673;44,698204
31/01/2023 03:20;134,50995;3599,541;33,164875;33,634346;67,70136;47,282455;32,977047;26,991316;56,54331;45,17022
31/01/2023 03:30;134,77776;3598,9873;33,497185;34,702568;67,72696;47,932774;33,37286;27,998884;56,114143;44,965393
31/01/2023 03:40;134,6503;3599,7046;32,63186;34,47303;67,286156;47,709526;32,959778;27,604012;56,25731;45,25394
31/01/2023 03:50;134,6268;3599,5435;33,176006;34,41409;68,36268;46,164154;33,543816;28,165764;56,212208;44,39054
31/01/2023 04:00;134,7915;3599,4478;32,85704;34,740795;68,16914;45,84423;33,55622;27,471115;56,15934;45,20343
31/01/2023 04:10;134,20576;3600,8447;32,52219;33,731556;67,13929;45,385384;33,035004;26,674927;56,619133;45,612106
31/01/2023 04:20;134,23618;3600,3386;32,55389;32,71243;67,453674;46,516113;32,874496;26,581102;56,545868;45,244873
31/01/2023 04:30;134,30687;3601,2756;31,58334;33,887028;66,42091;46,62208;32,74969;27,643635;56,231533;45,271626
31/01/2023 04:40;134,15627;3600,52;33,29219;33,45736;65,953995;47,268105;33,263958;27,556248;55,99548;44,844307
31/01/2023 04:50;134,18015;3601,3108;33,193077;34,592957;66,7723;48,02589;33,65664;27,361065;55,980568;45,273575
31/01/2023 05:00;134,53668;3599,2324;34,285206;33,72957;68,12576;46,657986;33,021107;27,76782;56,728695;44,814304
31/01/2023 05:10;134,84734;3599,249;34,318825;33,685566;67,64853;47,69072;33,56855;27,063673;56,38615;44,986485
31/01/2023 05:20;134,74567;3600,195;32,946712;34,88107;66,83037;47,520485;33,104557;27,363398;56,317142;45,171844
31/01/2023 05:30;134,84961;3599,7466;33,457653;33,82232;66,643425;46,444;33,80689;27,044292;56,155533;44,746197
31/01/2023 05:40;133,89682;3602,3354;32,19816;33,85624;66,694984;45,927624;32,800587;27,992348;55,688892;45,194313
31/01/2023 05:50;133,58951;3602,7942;33,30191;33,59341;66,80439;46,697666;33,60556;27,726889;56,060665;45,353523
31/01/2023 06:00;134,48924;3599,4026;34,373894;33,65985;67,81278;45,5164;33,34873;27,538918;56,208412;44,34653
31/01/2023 06:10;134,8714;3599,2385;34,170376;34,7297;67,98568;45,928547;32,784225;27,655863;56,726788;44,457104
31/01/2023 06:20;134,37537;3601,1052;34,19157;34,276524;67,82216;46,011658;32,98792;27,499836;55,90816;44,988674
31/01/2023 06:30;134,26324;3600,9353;33,05748;34,36115;67,57968;46,317223;33,31831;27,224321;55,479706;44,615353
31/01/2023 06:40;135,02527;3598,0789;33,604706;34,617214;66,92904;46,472065;33,59943;27,411755;55,756542;44,038197
31/01/2023 06:50;134,36906;3600,4355;32,980793;33,87108;66,218124;46,64194;33,174862;28,1042;56,427273;45,316696
31/01/2023 07:00;134,55643;3599,2136;31,979572;34,63758;67,30312;47,235783;34,007786;28,52198;56,65246;44,417667
31/01/2023 07:10;135,46725;3597,3486;33,957287;33,759174;67,23968;46,10849;33,205936;27,482836;55,25022;44,363136
31/01/2023 07:20;134,95721;3599,36;33,09724;34,37698;66,3753;47,3598;33,520756;27,97724;55,43144;44,41447
31/01/2023 07:30;134,49545;3600,8582;33,548737;33,504856;67,70384;46,685265;33,07726;27,816906;55,860832;44,602276
31/01/2023 07:40;134,29854;3600,0708;32,44477;34,487495;67,66395;48,2967;33,185345;27,624563;55,969032;44,299416
31/01/2023 07:50;134,244;3600,3647;33,16348;34,429527;67,02857;47,66262;33,67781;27,377028;55,32109;44,336075
31/01/2023 08:00;134,62894;3598,273;34,09034;33,907288;66,72605;47,142597;34,332348;27,563366;55,575813;44,592583
31/01/2023 08:10;134,95709;3598,7412;34,51082;34,355824;66,85443;46,121365;34,379204;28,21965;54,74121;44,33548
31/01/2023 08:20;134,81026;3598,6726;34,665504;34,116543;67,00504;45,620155;34,297817;27,414564;54,946953;43,842957
31/01/2023 08:30;134,88779;3598,5835;33,82223;33,928967;66,367004;44,95642;33,677055;26,810051;55,17422;43,82955
31/01/2023 08:40;134,78423;3599,628;34,404903;34,07224;66,98129;45,773193;34,158607;27,35166;55,003643;43,86757
31/01/2023 08:50;134,53989;3600,4568;33,15747;34,562763;66,718765;44,917862;33,340508;27,269308;55,181812;44,07247
31/01/2023 09:00;134,13321;3600,7446;33,9664;34,585045;66,98988;45,39538;34,02904;27,47728;54,93885;44,20853
31/01/2023 09:10;134,45515;3599,4937;32,650402;34,93258;67,082344;45,606956;34,398193;27,549368;55,312996;43,917057
31/01/2023 09:20;134,95921;3598,3015;32,614162;33,568905;67,08576;45,975323;34,102695;26,762774;54,5401;44,24181
31/01/2023 09:30;134,85901;3599,182;32,414234;33,8233;65,61584;45,296646;33,130646;27,582298;55,263428;43,97051
31/01/2023 09:40;134,79631;3599,8022;32,719997;33,178158;65,995674;44,502705;33,47451;26,806488;55,11717;44,127514
31/01/2023 09:50;134,59288;3600,1106;33,765934;33,66963;67,18681;45,58233;33,18413;26,509851;54,653465;44,389416
31/01/2023 10:00;134,22037;3600,624;32,69692;34,526188;67,35105;45,767963;32,89002;27,538828;55,465927;44,79485
31/01/2023 10:10;134,16402;3600,1802;33,32698;34,073906;67,537926;45,723476;33,3691;27,422972;55,6874;44,699924
31/01/2023 10:20;134,64374;3598,3982;33,474102;33,040924;67,08215;45,74406;33,7182;27,090237;55,59338;44,365307
31/01/2023 10:30;134,83029;3600,5898;32,477753;33,472256;66,83426;46,240894;33,344456;26,976969;55,274834;44,942257
31/01/2023 10:40;134,55356;3599,3506;33,194946;33,79398;67,225;45,751022;33,641163;27,12352;55,183147;44,62354
31/01/2023 10:50;134,87852;3600,297;33,640793;33,881573;66,59856;45,857773;33,43829;27,558382;55,033577;44,936005
31/01/2023 11:00;134,68785;3600,1672;32,57692;33,873108;67,17845;46,10921;32,89403;26,84793;55,10626;44,718655
31/01/2023 11:10;134,63312;3599,4246;32,201576;33,350777;67,44683;46,30478;33,445103;26,443745;55,74098;45,710358
31/01/2023 11:20;134,85063;3599,398;33,056545;33,03747;68,05976;46,666397;33,04184;26,834316;55,215263;44,931686
31/01/2023 11:30;134,6502;3599,1956;32,71279;33,57871;66,21757;45,874218;32,618088;27,050432;55,75875;44,938023
31/01/2023 11:40;134,9015;3599,344;33,81494;33,59257;65,66387;46,978233;32,875988;26,576468;56,4307;44,618645
31/01/2023 11:50;134,98805;3598,36;32,844448;33,504505;65,725914;46,94225;33,334564;27,039745;56,276604;45,816666
31/01/2023 12:00;134,88489;3599,4011;31,201963;36,61428;64,6907;47,452717;32,572617;26,872717;55,03997;45,123833
31/01/2023 12:10;134,60693;3599,8315;32,040585;36,25812;65,366325;47,216362;33,210567;26,894197;56,020695;45,301804
31/01/2023 12:20;134,89404;3599,34;31,186285;33,697166;64,10293;47,385674;33,228264;27,353447;56,451927;46,22995
31/01/2023 12:30;134,92036;3599,0342;31,144922;33,294044;64,14364;46,82775;33,329327;27,03018;55,999615;45,86945
31/01/2023 12:40;134,4942;3600,9836;31,82202;33,27584;64,34181;47,42196;32,828644;27,573862;56,500862;45,33128
31/01/2023 12:50;133,57507;3602,6228;31,367147;33,169163;64,01037;47,653156;32,940292;28,438295;56,971313;45,608955
31/01/2023 13:00;134,22037;3600,4753;32,0174;33,452087;64,24613;46,515743;32,90295;27,671555;56,789154;46,168827
31/01/2023 13:10;134,14822;3599,8958;32,639336;32,89074;63,66578;46,30939;33,37299;27,290998;56,386787;45,95469
31/01/2023 13:20;134,32413;3599,5571;31,094196;32,952065;63,60895;45,319332;33,374817;27,381119;56,77145;46,382607
31/01/2023 13:30;134,26785;3599,3933;32,343304;38,312466;63,63226;46,287106;33,132393;26,903004;56,575138;46,505974
31/01/2023 13:40;134,38448;3599,0847;32,145138;34,45712;63,028366;46,785618;33,374283;27,077694;56,495163;47,054237
31/01/2023 13:50;134,79825;3599,285;30,946796;35,3406;62,955345;47,058723;33,0779;27,077097;56,261272;45,888344
31/01/2023 14:00;134,80434;3599,2812;31,957129;35,771915;62,51987;46,54951;33,449146;27,089495;55,94879;46,510765
31/01/2023 14:10;134,83781;3598,87;31,788017;35,853256;63,252373;46,040085;32,876312;27,182465;55,97884;46,51391
31/01/2023 14:20;134,87769;3599,4292;34,48289;33,304855;64,141655;47,00148;33,14485;27,155178;55,42535;46,11812
31/01/2023 14:30;134,24693;3601,6257;33,57633;32,198566;65,66436;47,72967;32,455864;27,19391;56,230118;46,357925
31/01/2023 14:40;133,82056;3601,671;33,072952;33,08473;65,734116;47,213722;33,04499;27,172455;55,8013;46,227165
31/01/2023 14:50;134,10677;3600,6387;33,560688;33,21757;65,950096;47,14585;33,526978;27,366234;55,982838;45,835705
31/01/2023 15:00;134,76225;3600,4153;32,782715;32,41167;65,047646;46,44942;33,100235;26,991543;56,01242;46,065228
31/01/2023 15:10;134,7777;3600,2625;33,179695;33,623135;64,9667;46,30516;32,738678;27,444427;56,88838;45,91669
31/01/2023 15:20;134,2981;3600,9983;32,593773;32,78569;64,70554;46,899593;32,838337;27,426945;57,617195;46,072254
31/01/2023 15:30;134,7668;3599,174;32,581882;33,95385;63,216408;46,663177;33,13919;27,650652;56,658604;46,81412
31/01/2023 15:40;134,92348;3600,205;31,808504;32,471333;62,96452;46,852303;32,071384;27,123238;56,88006;46,390076
31/01/2023 15:50;134,04013;3601,5305;31,707464;31,96857;64,43709;46,90415;32,289185;27,170418;56,37717;46,632126
31/01/2023 16:00;133,72694;3602,1265;31,78399;32,806206;65,621155;47,791252;32,318142;27,458704;57,28948;47,37717
31/01/2023 16:10;134,79523;3599,7021;32,65102;33,20086;66,18789;47,84013;32,76715;27,89202;56,467926;46,5769
31/01/2023 16:20;134,16397;3600,3193;31,77476;32,92317;66,73683;47,399315;32,81527;27,191288;56,273075;47,120037
31/01/2023 16:30;134,21904;3600,6194;34,2663;33,866497;65,688034;47,92201;32,659298;27,528519;56,64712;46,329224
31/01/2023 16:40;134,7116;3600,3423;33,37651;34,163204;65,75464;46,682003;32,305305;26,98409;57,303402;46,833153
31/01/2023 16:50;134,09175;3602,1296;32,213036;33,382206;65,180084;47,60797;32,417942;27,495495;56,69676;46,559624
31/01/2023 17:00;132,73988;3603,6833;31,51047;34,01658;65,77236;47,807365;32,40747;28,196362;56,53747;46,510834
31/01/2023 17:10;134,77318;3599,0798;31,94548;33,132862;65,445206;47,79042;32,718567;27,432537;57,03414;46,16822
31/01/2023 17:20;135,0274;3599,3557;32,337646;33,229496;65,404564;47,21709;32,335926;27,254868;56,423264;45,42191
31/01/2023 17:30;134,87604;3599,699;32,645172;33,29851;65,19731;47,76344;32,177757;27,551334;56,495953;46,456394
31/01/2023 17:40;134,05858;3600,1807;32,061783;33,94958;66,01786;47,30199;32,40502;26,815845;56,885143;45,907513
31/01/2023 17:50;134,34187;3599,9941;32,256504;33,357002;64,79819;46,50887;32,552666;27,443075;56,799744;45,630943
31/01/2023 18:00;134,52107;3599,263;32,552658;32,746597;65,13982;46,572105;32,150173;26,727152;56,70355;45,857307
31/01/2023 18:10;134,89217;3598,9902;32,54915;37,24319;65,180565;46,46256;32,363174;27,146357;56,554802;46,32583
31/01/2023 18:20;134,57027;3600,7083;32,704777;33,832188;65,27042;46,76678;31,6254;27,481993;56,67583;45,879143
31/01/2023 18:30;134,51183;3600,1975;32,634247;32,39038;65,85563;46,60674;31,720882;26,825663;57,234074;45,833412
31/01/2023 18:40;134,2152;3600,4717;34,25784;32,45682;66,31514;47,172035;32,122387;26,93469;57,005333;45,94992
31/01/2023 18:50;134,16444;3600,2783;32,077446;33,77611;66,88081;46,998505;31,96958;26,66355;57,6391;45,56068
31/01/2023 19:00;134,86852;3599,593;31,926949;33,93831;66,98904;45,686478;32,25843;26,695467;57,26327;45,66707
31/01/2023 19:10;134,43954;3599,253;33,208786;33,152775;67,40048;46,60053;31,884245;26,645578;56,7552;45,71564
31/01/2023 19:20;134,75836;3600,1262;33,7854;33,235645;66,97049;46,773014;32,30815;26,614138;56,850613;46,343876
31/01/2023 19:30;134,16289;3599,4968;32,10928;33,52519;66,94406;46,892944;32,035923;26,024017;56,95441;46,086006
31/01/2023 19:40;134,13081;3599,7585;31,77378;33,096783;66,271515;47,973057;32,095757;26,381302;57,377853;45,930115
31/01/2023 19:50;134,08125;3601,3616;32,79613;32,546696;66,73135;47,290924;31,519777;26,255028;57,22149;46,01347
31/01/2023 20:00;134,24234;3601,3386;31,137781;33,901077;67,609825;47,66392;32,409412;26,581879;57,243443;45,597206
31/01/2023 20:10;134,40416;3601,265;31,026436;33,479225;68,559845;47,49875;31,99551;27,123915;57,54923;46,20962
31/01/2023 20:20;133,62378;3602,8027;31,626068;34,216217;68,30374;47,43033;32,21582;26,590237;56,923866;46,206203
31/01/2023 20:30;132,5016;3603,6348;30,342796;33,945583;67,99186;47,464993;32,169006;27,048561;57,588825;45,60011
31/01/2023 20:40;134,24554;3599,7073;32,458385;33,200794;68,4274;46,445553;32,559338;26,952196;57,304134;45,611786
31/01/2023 20:50;134,44604;3600,389;32,93263;34,124966;67,261246;45,1174;32,911842;27,031832;56,85561;45,708782
31/01/2023 21:00;134,11154;3600,8464;32,369797;33,948112;67,4863;45,768383;32,314266;27,000652;57,89202;45,39639
31/01/2023 21:10;134,1654;3601,1233;32,87473;33,9203;67,13529;46,897324;32,15537;27,322573;57,442234;45,659523
31/01/2023 21:20;134,24306;3600,3855;32,232754;33,3569;67,64048;46,98846;32,90781;27,345076;57,3451;45,57979
31/01/2023 21:30;134,43817;3600,226;32,633015;34,071682;68,502396;46,710728;32,529346;27,516615;56,75017;46,06033
31/01/2023 21:40;134,15097;3601,6553;32,472286;33,436855;67,51011;47,802425;33,00734;26,999609;57,52275;46,114017
31/01/2023 21:50;134,12845;3599,8599;32,38877;33,52003;67,407776;46,766808;31,983868;27,123428;57,575397;45,87722
31/01/2023 22:00;134,18938;3600,4468;31,890327;33,508144;67,63649;47,20892;32,75528;26,763414;56,637863;45,5883
31/01/2023 22:10;134,07506;3601,475;32,142784;34,30002;67,72797;47,769283;32,792397;26,596;57,4384;45,499203
31/01/2023 22:20;134,12338;3601,5044;31,41625;33,9005;68,61348;48,11291;32,231136;27,167894;57,06238;45,144726
31/01/2023 22:30;134,55531;3600,1572;32,464695;34,575302;67,28592;47,277424;32,365444;26,520279;56,380463;45,181393
31/01/2023 22:40;134,39417;3601,5222;31,53696;35,116177;67,5166;45,749943;32,169823;26,694212;57,196194;45,606266
31/01/2023 22:50;134,0719;3601,6697;31,131214;34,405804;67,91355;47,26376;32,03721;26,68926;57,458874;45,33665
31/01/2023 23:00;134,25922;3599,7346;32,82951;34,098;66,76762;46,58422;32,263466;26,796116;56,83322;45,487797
31/01/2023 23:10;134,15831;3600,6824;32,73266;33,843586;67,177025;47,571957;32,442146;27,189508;56,081776;45,42051
31/01/2023 23:20;133,92583;3601,7097;32,11273;33,88656;66,732025;47,05775;33,580975;26,80114;56,340168;45,383873
31/01/2023 23:30;134,94713;3598,399;31,653976;33,6541;67,37459;46,491974;32,936348;26,982584;56,246952;45,35684
31/01/2023 23:40;134,58083;3600,1602;33,387882;33,91815;66,12959;46,96499;32,102364;27,614645;56,611526;45,179905
31/01/2023 23:50;134,1065;3601,5012;32,16419;34,742714;66,69326;48,096176;32,449463;27,464426;57,067547;45,52016
01/02/2023 00:00;134,74913;3598,419;32,387333;38,410915;66,99093;47,790718;32,736015;27,534113;56,15292;44,870663
01/02/2023 00:10;134,84163;3599,4333;31,635925;39,029095;67,07912;47,879745;32,3905;27,362774;56,34749;45,169693
01/02/2023 00:20;134,73264;3599,7961;31,95823;38,23872;67,69546;48,474106;32,343357;26,59209;56,675194;45,255466
01/02/2023 00:30;134,66144;3598,8496;31,319593;36,720646;66,34961;47,336605;32,618523;26,69818;56,904896;44,901394
01/02/2023 00:40;134,5483;3600,591;31,386381;33,72963;66,6602;47,172867;32,890854;26,546848;56,43714;44,797768
01/02/2023 00:50;141,87575;3600,9385;33,493675;33,731663;66,54622;48,601345;32,4456;27,232147;56,49292;45,266422
01/02/2023 01:00;167,19609;3600,949;41,104805;34,203495;67,109055;47,410877;33,315735;27,475386;56,0919;44,756336
01/02/2023 01:10;188,22415;3600,8813;41,725468;34,809757;66,25772;48,034363;33,880116;27,372997;55,21924;44,47683
01/02/2023 01:20;188,4893;3602,1418;42,377483;33,554565;67,958664;50,05279;33,786545;26,95114;53,657562;44,540977
01/02/2023 01:30;187,86014;3600,4512;44,274326;33,23431;68,90285;50,788353;33,236065;26,970179;53,54695;44,429535
01/02/2023 01:40;187,61688;3600,281;39,229992;32,98429;66,81189;49,68969;32,342796;25,871382;53,483856;44,2626
01/02/2023 01:50;187,5329;3600,1472;40,78382;33,664936;65,39179;48,76633;32,047516;26,185177;53,483665;44,033394
01/02/2023 02:00;185,59828;3599,5554;43,943474;33,430126;64,86027;47,404476;32,246544;26,188341;53,092148;44,440773
01/02/2023 02:10;185,01465;3600,645;46,747066;33,151203;64,26647;47,33167;31,482098;26,16036;53,195812;44,860176
01/02/2023 02:20;184,82408;3601,2168;45,70568;34,208347;63,702682;47,290462;31,769922;25,721712;53,66625;44,71527
01/02/2023 02:30;185,04651;3600,2222;46,39034;33,37077;64,25093;47,16389;31,473825;25,310246;53,177895;44,630966
01/02/2023 02:40;184,9999;3600,4597;40,983776;33,607323;63,682384;46,603935;30,927494;26,108648;53,364487;44,99343
01/02/2023 02:50;184,78355;3601,024;36,85257;33,36489;64,09051;47,45739;31,406878;25,629547;53,44339;44,78938
01/02/2023 03:00;184,73698;3600,7258;44,538822;33,001892;63,618256;47,923203;31,090023;25,611685;54,052494;44,911438
01/02/2023 03:10;184,76599;3599,857;47,092163;33,034496;63,633896;47,352764;31,963978;25,347757;53,34253;44,31259
01/02/2023 03:20;173,78775;3599,5774;34,95128;33,868183;62,837746;47,325882;30,929014;26,046825;53,25827;44,198246
01/02/2023 03:30;165,22644;3600,7146;34,042793;33,835842;62,305744;45,640053;30,577333;25,157469;53,239086;45,437027
01/02/2023 03:40;165,1919;3600,7322;32,592094;34,024746;62,29521;45,40156;30,519337;25,512806;53,271336;45,62259
01/02/2023 03:50;164,96884;3599,9062;33,530117;33,973022;63,857185;46,12039;30,762983;25,797935;53,731777;44,471367
01/02/2023 04:00;165,22131;3598,7502;31,015648;32,878025;64,59634;46,177925;30,797245;25,02548;53,285145;44,33132
01/02/2023 04:10;165,22292;3599,551;30,433685;33,778896;62,907032;44,545887;29,887724;26,026007;53,11341;45,14079
01/02/2023 04:20;164,69318;3601,1282;30,434738;33,748318;62,34783;44,510635;31,511816;26,18194;53,102894;44,86086
01/02/2023 04:30;163,57837;3600,5364;29,908693;33,264107;63,37912;43,7053;31,024067;25,597057;53,41415;45,31137
01/02/2023 04:40;142,49568;3600,1655;32,946285;33,013817;62,17282;41,935184;30,490196;26,131134;53,320793;44,442825
01/02/2023 04:50;134,11198;3601,1907;29,928036;34,43066;63,172497;41,76879;32,03503;26,988031;54,608456;45,087833
01/02/2023 05:00;133,67937;3599,5022;29,775238;33,245403;65,12127;43,995556;32,463776;26,809265;55,942604;45,26017
01/02/2023 05:10;134,34142;3599,0664;30,185627;34,75996;66,95738;44,94321;32,5226;27,080389;56,0495;45,135715
01/02/2023 05:20;134,31096;3599,67;29,422499;33,372692;67,25681;45,491768;33,33526;26,663086;56,87732;44,507507
01/02/2023 05:30;134,03816;3601,0938;29,010412;33,65333;66,8867;45,064213;32,88823;27,03704;56,264744;45,48191
01/02/2023 05:40;133,35538;3602,925;29,157686;32,993866;66,54733;44,95435;32,95849;26,955551;56,473087;44,994625
01/02/2023 05:50;133,7824;3601,9187;29,190783;34,418915;67,04929;44,089725;33,90474;27,553377;56,252083;45,12237
01/02/2023 06:00;135,05045;3598,105;29,99525;34,0245;68,294914;43,772472;34,181606;27,494524;56,986988;44,2285
01/02/2023 06:10;134,83176;3600,025;29,859234;33,773003;68,288826;44,11528;34,08165;28,05428;55,959877;44,27878
01/02/2023 06:20;134,7636;3600,123;30,101233;32,987892;68,28022;44,560833;33,39081;27,84732;56,343185;45,308876
01/02/2023 06:30;134,70428;3599,672;29,815758;33,827965;68,510506;44,35522;32,98161;27,447351;55,913456;44,515694
01/02/2023 06:40;134,5807;3599,9004;30,589464;32,82691;68,05081;44,698322;34,00448;27,111938;56,279697;45,390553
01/02/2023 06:50;134,41037;3599,7517;29,566088;32,207417;68,18249;45,460365;33,501972;27,10663;55,70129;44,96285
01/02/2023 07:00;134,73154;3598,8398;29,943808;33,80429;68,49995;45,60072;33,986897;26,518024;55,72117;44,24789
01/02/2023 07:10;134,34305;3600,7463;30,36716;33,673717;68,134125;44,16211;32,359245;27,910013;56,086372;45,15365
01/02/2023 07:20;134,32693;3600,391;30,94299;34,218094;68,37104;45,177296;33,704124;26,832336;56,107765;44,32802
01/02/2023 07:30;134,24203;3600,6782;30,827332;33,25823;68,88736;45,01497;33,207138;28,011736;56,502087;44,147022
01/02/2023 07:40;134,13535;3600,7388;28,681414;33,822964;69,21462;45,784424;33,414387;27,782742;56,145798;44,28291
01/02/2023 07:50;134,2334;3600,703;29,317698;34,529594;69,55614;46,09486;33,938698;28,059006;56,260998;44,500404
01/02/2023 08:00;134,27412;3599,9802;30,710455;34,251812;69,11591;46,117756;33,77174;28,402994;55,71751;44,235107
01/02/2023 08:10;134,1351;3600,9937;30,601254;34,03211;68,4919;46,05008;33,872555;28,391071;56,004295;44,70851
01/02/2023 08:20;134,17285;3600,1875;31,023294;33,157234;69,19583;46,201576;33,714096;28,360394;56,72738;45,379864
01/02/2023 08:30;134,27963;3600,2874;30,779833;33,309174;68,687546;46,904797;33,770657;28,19474;56,348103;44,256016
01/02/2023 08:40;134,2454;3600,6265;31,100784;33,85163;69,72793;46,863297;33,976574;27,669828;56,768154;45,257267
01/02/2023 08:50;134,16293;3600,537;31,493628;32,802742;69,46565;46,137722;33,8449;27,247948;56,123997;44,609905
01/02/2023 09:00;134,13383;3600,9644;30,969471;33,193024;69,3435;44,16681;33,33377;27,59429;57,04431;45,05687
01/02/2023 09:10;134,17953;3600,1724;31,726604;33,65908;69,2666;44,79378;32,827003;27,393574;56,15057;45,574047
01/02/2023 09:20;134,5589;3599,6028;31,328627;33,702652;69,15947;44,56926;33,360855;27,02174;56,256165;45,11134
01/02/2023 09:30;134,74449;3598,4675;31,11414;33,36843;69,54405;44,725;33,34247;27,193579;56,47962;45,192772
01/02/2023 09:40;134,72838;3600,136;30,85969;34,23551;69,390854;46,432346;32,824383;27,170311;56,736313;45,21429
01/02/2023 09:50;134,31569;3600,0781;30,14975;33,70613;68,826645;47,01206;32,304234;27,54695;56,36391;45,715134
01/02/2023 10:00;134,08604;3601,5527;32,03625;33,484093;68,79732;45,661026;33,352097;27,898512;56,962772;46,045643
01/02/2023 10:10;134,13031;3600,8804;31,57038;33,61577;67,47068;45,149803;33,10247;28,488375;57,295567;46,710487
01/02/2023 10:20;134,17911;3601,1287;31,928715;33,904377;66,55965;46,185444;32,35194;27,424114;57,715622;46,50223
01/02/2023 10:30;134,24834;3599,7344;31,310835;32,73309;65,74946;45,822254;33,353756;27,099009;57,42378;46,76136
01/02/2023 10:40;134,29037;3600,192;32,151016;33,034245;65,03831;45,94118;33,050327;27,94954;57,924667;46,986004
01/02/2023 10:50;134,11354;3601,0452;31,840992;33,267574;64,57687;46,102623;32,94578;27,41668;57,257206;46,1372
01/02/2023 11:00;134,03555;3600,81;33,861225;33,118835;63,89895;46,35743;33,361565;27,11892;58,092976;46,892883
01/02/2023 11:10;134,77931;3598,587;32,239754;36,32807;63,99849;46,577984;32,62599;27,359665;57,701523;46,746864
01/02/2023 11:20;134,89331;3598,5176;32,26121;32,608974;64,2135;45,411995;33,444954;27,329412;57,591835;47,31942
01/02/2023 11:30;134,42671;3600,7646;31,75476;33,727795;64,03226;45,9274;33,33087;28,275576;57,876488;46,70775
01/02/2023 11:40;134,75061;3599,1277;32,416813;33,409008;64,77751;46,335026;33,00749;27,326319;58,499214;46,81519
01/02/2023 11:50;134,9262;3598,9368;31,459301;32,419205;63,80473;46,143837;33,168148;27,161436;58,334785;46,872677
01/02/2023 12:00;134,43108;3600,438;33,1035;31,955923;63,18218;46,74098;32,97349;27,34192;58,03866;46,9898
01/02/2023 12:10;134,15456;3600,6628;32,27455;31,89561;63,799023;46,03805;33,096024;28,141747;58,032322;46,551926
01/02/2023 12:20;134,83884;3598,4282;30,856014;31,773706;63,44245;45,99319;32,792946;27,894651;57,91567;47,524208
01/02/2023 12:30;134,88908;3599,15;31,223299;33,021652;63,769363;47,153835;32,979755;28,059649;58,299835;46,876488
01/02/2023 12:40;134,397;3599,6738;31,514044;32,829075;63,83578;47,25604;32,357025;27,64102;58,020782;46,463703
01/02/2023 12:50;134,84279;3599,0564;33,21891;32,53072;64,08412;47,202496;32,95611;26,924381;57,822285;46,9735
01/02/2023 13:00;134,76894;3600,0315;32,802856;32,7771;63,405106;46,407024;33,663746;27,486206;57,8804;46,508305
01/02/2023 13:10;134,83598;3599,1865;32,396866;33,142593;64,26095;46,824535;33,07604;28,313602;57,306015;47,181667
01/02/2023 13:20;134,5807;3600,1008;32,57742;32,92801;64,54244;46,44477;33,30678;27,225264;57,574608;46,69282
01/02/2023 13:30;134,19048;3600,4136;31,363632;31,706392;64,05753;47,521957;32,822388;27,092995;57,576622;46,54249
01/02/2023 13:40;134,36873;3599,2576;32,135803;32,592373;64,73705;47,166744;32,772602;26,825432;57,13267;46,823677
01/02/2023 13:50;134,79965;3598,9895;33,314415;32,439995;64,27309;46,394974;33,211174;27,15233;57,537952;46,04097
01/02/2023 14:00;134,53845;3600,7576;32,389156;32,116642;63,2842;47,884315;32,86831;27,682055;57,65487;46,583157
01/02/2023 14:10;134,26398;3600,1191;31,182606;32,4233;64,332016;47,63203;32,758793;27,808348;57,439037;47,18639
01/02/2023 14:20;134,45447;3599,019;29,411186;31,82154;63,58329;48,147667;32,77017;27,62034;57,43351;46,17129
01/02/2023 14:30;134,31015;3600,7053;30,640282;32,09065;64,25299;47,300797;32,41341;28,250694;57,42057;46,511143
01/02/2023 14:40;134,18423;3600,5674;30,704245;31,811651;63,74494;47,408398;33,194984;26,799568;57,421;46,63359
01/02/2023 14:50;134,31566;3599,982;31,625765;32,292877;64,31503;47,45292;32,78088;28,016266;57,85428;47,060844
01/02/2023 15:00;134,68272;3598,6553;33,11698;32,686028;65,559494;47,326218;32,216553;28,16062;56,43679;47,297962
01/02/2023 15:10;134,8167;3600,5059;30,712137;32,922176;65,00267;47,461704;32,26595;27,83828;57,650665;47,013725
01/02/2023 15:20;134,73196;3599,8984;32,607365;31,896729;65,923416;46,218132;32,5873;27,974365;57,424744;47,583397
01/02/2023 15:30;134,7434;3600,243;33,371662;31,81573;64,87212;45,21578;33,239132;28,009954;57,790257;47,074047
01/02/2023 15:40;134,45766;3601,0195;33,67136;32,421307;64,744606;46,517323;33,45614;27,57565;57,308796;46,906364
01/02/2023 15:50;133,98358;3601,787;33,026524;31,81063;64,29438;45,73373;33,242634;27,721205;57,28465;46,99897
01/02/2023 16:00;134,1994;3600,318;34,03793;32,561558;65,23223;46,707165;33,009148;28,15208;57,354595;46,781162
01/02/2023 16:10;134,74959;3598,9587;32,542976;31,952883;65,95685;46,0159;33,10671;27,629095;56,998554;46,54153
01/02/2023 16:20;134,7846;3599,1875;35,094322;32,02059;64,89257;45,86935;32,34439;27,344484;57,27076;46,599174
01/02/2023 16:30;134,55148;3599,9365;33,633614;31,443361;65,308716;45,91673;31,900333;27,455368;57,03496;47,42197
